graph_type,n_nodes,n_sources,n_edges,run_id,algorithm,runtime,memory_peak,seed,extra_params
tree,1000,1,999,9,Dijkstra,0.0024419999681413174,94.94140625,9,
tree,1000,1,999,9,BMSSP,0.07168520800769329,743.095703125,9,
ER,500,1,12667,9,Dijkstra,0.0030473340302705765,92.01953125,9,p=0.1
ER,500,1,12667,9,BMSSP,0.8802273329929449,6038.59375,9,p=0.1
BA,500,1,996,9,Dijkstra,0.0011258329614065588,52.6484375,9,m=2
BA,500,1,996,9,BMSSP,0.07670833403244615,765.4765625,9,m=2
WS,500,1,1000,9,Dijkstra,0.0009792499477043748,47.625,9,"k=4,p=0.2"
WS,500,1,1000,9,BMSSP,0.04355841700453311,374.654296875,9,"k=4,p=0.2"
grid_2d,100,1,180,9,Dijkstra,0.0002506669843569398,12.375,9,"rows=10,cols=10"
grid_2d,100,1,180,9,BMSSP,0.009595584007911384,128.01953125,9,"rows=10,cols=10"
grid_2d,400,1,760,9,Dijkstra,0.0008053749916143715,47.23046875,9,"rows=20,cols=20"
grid_2d,400,1,760,9,BMSSP,0.029435541946440935,287.552734375,9,"rows=20,cols=20"
grid_2d,2500,1,4900,9,Dijkstra,0.007087874982971698,190.55859375,9,"rows=50,cols=50"
grid_2d,2500,1,4900,9,BMSSP,0.16224945802241564,1374.111328125,9,"rows=50,cols=50"
grid_2d,10000,1,19800,9,Dijkstra,0.034716041991487145,815.73046875,9,"rows=100,cols=100"
grid_2d,10000,1,19800,9,BMSSP,0.5232358750072308,5330.408203125,9,"rows=100,cols=100"
